"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","IP","W%","QS","BS","WP","HB","IBB","1B","2B","3B","HR","HR/9","K/9","BB/9","BR/9","BAA"
"Jeremy Wu-Yelland","BOS","P","1098","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Zeferjahn","BOS","P","1099","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady Aiken","CLE","SP","1100","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Albertos","CHC","SP","1101","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Brash","SEA","P","1102","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bernardo Flores Jr.","CHW","RP","1103","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rico Garcia","SF","RP","1104","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ian Gibaut","TEX","RP","1105","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Owens","ATL","P","1106","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cy Sneed","(N/A)","RP","1107","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francis Martes","HOU","RP","1108","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Brennan","SEA","RP","1109","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yennsy Diaz","TOR","RP","1110","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ashton Goudeau","BAL","RP","1111","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam McWilliams","TB","SP","1112","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Ryan","CHC","RP","1113","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Taylor","BOS","RP","1114","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dario Agrazal","DET","SP","1115","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Doyle","COL","RP","1116","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John King","TEX","RP","1117","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Topa","MIL","RP","1118","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stiward Aquino","LAA","RP","1119","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoan Aybar","COL","RP","1120","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Burrows","ATL","RP","1121","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Dohy","PHI","RP","1122","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Hendrix","CIN","RP","1123","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daysbel Hernandez","ATL","RP","1124","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall Kasowski","LAD","RP","1125","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaac Mattson","BAL","RP","1126","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Perez","SEA","RP","1127","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robinson Pina","LAA","RP","1128","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Rees","TOR","RP","1129","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denyi Reyes","BOS","RP","1130","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerardo Reyes","LAA","RP","1131","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Riley","ATL","RP","1132","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bo Takahashi","ARI","RP","1133","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Uvila","TEX","RP","1134","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A.J. Alexy","TEX","SP","1135","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Graham Ashcraft","CIN","P","1136","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Barnhart","TB","P","1137","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Baum","OAK","SP","1138","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Bonnin","CIN","P","1139","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Boyle","CIN","P","1140","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Brecht","TB","P","1141","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Castro","TOR","RP","1142","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dakota Chalmers","MIN","SP","1143","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristopher Cruz","PIT","SP","1144","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yovanny Cruz","CHC","SP","1145","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Dibrell","NYM","SP","1146","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcos Diplan","BAL","SP","1147","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Dodson","TB","OF,P","1148","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Ethridge","COL","P","1149","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady Feigl","OAK","SP","1150","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Feltner","COL","P","1151","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Fletcher","SEA","RP","1152","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Santiago Florez","PIT","SP","1153","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.C. Flowers","PIT","OF,P","1154","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Gaddis","CLE","SP","1155","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Gambrell","KC","P","1156","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank German","NYY","P","1157","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Gingery","STL","SP","1158","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Gowdy","PHI","SP","1159","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conner Greene","BAL","SP","1160","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Gutierrez","SD","SP","1161","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Guzman","DET","SP","1162","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Haake","KC","P","1163","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Hakanson","TB","P","1164","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hogan Harris","OAK","P","1165","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Hernandez","LAA","SP","1166","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristian Hernandez","PHI","SP","1167","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Hill","SEA","SP","1168","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"William Holmes","LAA","OF,P","1169","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Howard","OAK","P","1170","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Jackson","LAD","SP","1171","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Jankins","MIL","P","1172","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin Jax","MIN","P","1173","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kasey Kalich","ATL","P","1174","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Kostyshock","COL","P","1175","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denny Larrondo","NYY","SP","1176","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Resly Linares","TB","SP","1177","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Locey","STL","P","1178","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis MacGregor","PIT","SP","1179","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Madero","SF","SP","1180","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Marinan","CIN","P","1181","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Mears","PIT","RP","1182","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yohanse Morel","KC","SP","1183","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Myatt","NYY","P","1184","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Packy Naughton","LAA","SP","1185","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dedniel Nunez","SF","SP","1186","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Parrish","KC","P","1187","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colin Peluse","OAK","P","1188","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Perez","TOR","RP","1189","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominic Pipkin","PHI","SP","1190","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zachery Pop","MIA","P","1191","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul Richan","DET","P","1192","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Rijo","MIN","SP","1193","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TK Roby","TEX","P","1194","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Romero","SEA","P","1195","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jerming Rosario","LAD","SP","1196","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simon Rosenblum-Larson","TB","P","1197","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norge Ruiz","OAK","SP","1198","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryder Ryan","CLE","RP","1199","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristopher Sanchez","PHI","SP","1200","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Santos","PHI","SP","1201","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Sborz","LAD","RP","1202","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reid Schaller","WSH","SP","1203","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Schreiber","DET","RP","1204","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jayson Schroeder","HOU","SP","1205","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Sheffield","COL","SP","1206","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Shortridge","PIT","SP","1207","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Shugart","BOS","P","1208","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Slaten","TEX","P","1209","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peter Solomon","HOU","P","1210","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Steele","KC","P","1211","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Stewart","PHI","P","1212","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gus Varland","OAK","P","1213","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Veliz","LAA","P","1214","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Esmerlin Vinicio","SF","SP","1215","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Vodnik","ATL","P","1216","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Wallace","BOS","P","1217","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Art Warren","SEA","RP","1218","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beck Way","NYY","P","1219","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam Weatherly","COL","P","1220","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braden Webb","MIL","P","1221","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery Weems","TEX","SP","1222","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Owen White","TEX","SP","1223","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Young","PHI","SP","1224","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daison Acosta","NYM","SP","1225","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhony Brito","NYY","SP","1226","CP DLT","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mauricio Llovera","PHI","RP","1227","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Mercado","TB","SP","1228","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jovani Moran","MIN","P","1229","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Nelson","CLE","RP","1230","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Rosso","PHI","RP","1231","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Webb","PIT","P","1232","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Waddell","PIT","RP","1233","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar Garcia","(N/A)","RP","1234","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Guilbeau","SEA","RP","1235","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryne Harper","WSH","RP","1236","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Heller","NYY","RP","1237","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Ramirez","DET","RP","1238","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Sanchez","STL","SP","1239","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Bourque","WSH","SP","1240","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antonio Santos","COL","SP","1241","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norge Carlos","(N/A)","SP","1242","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robbie Peto","(N/A)","SP","1243","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Prielipp","(N/A)","SP","1244","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Savino","(N/A)","SP","1245","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wandisson Charles","OAK","RP","1246","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hyun-il Choi","LAD","RP","1247","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deolis Guerra","PHI","RP","1248","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
