"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","PA","HR","R","RBI","SB","BB/PA","K/PA","ISO","BABIP","AVG","WOBA"
"Terrin Vavra","BAL","2B,SS","787","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arol Vera","LAA","SS","788","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonah Heim","OAK","C","789","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oscar Colas","(N/A)","OF,P","790","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benyamin Bailey","CHW","OF","791","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Bailey","SF","C","792","MBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ezequiel Duran","NYY","2B","793","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Garcia","PHI","SS","794","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Korey Lee","HOU","C","795","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Mojica","PIT","3B","796","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DJ Peters","LAD","OF","797","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elijah Tatis","CHW","SS","798","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach McKinstry","LAD","UT","799","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Gordon","MIN","SS","800","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Burger","CHW","3B","801","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Davidson","OAK","SS","802","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Owen Miller","CLE","SS","803","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Nevin","BAL","1B","804","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Volpe","NYY","SS","805","BFT","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sung-bum Na","(N/A)","OF","806","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wander Javier","MIN","SS","807","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tristen Lutz","MIL","OF","808","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jairo Pomares","SF","OF","809","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hudson Potts","BOS","SS","810","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Pratto","KC","1B","811","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Roederer","CHC","OF","812","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bubba Thompson","TEX","OF","813","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Wallner","MIN","OF","814","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gage Workman","DET","3B,SS","815","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoelkis Cespedes","(N/A)","OF","816","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tetsuto Yamada","(N/A)","2B","817","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Calabrese","LAA","OF","818","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maikol Escotto","NYY","SS","819","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phillip Evans","PIT","3B","820","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucius Fox","KC","SS","821","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Maitan","LAA","SS","822","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Pablo Martinez","TEX","OF","823","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyren Paris","LAA","SS","824","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Ramirez","NYM","OF","825","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhon Torres","STL","OF","826","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Blankenhorn","MIN","2B","827","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Young","ARI","2B","828","NT 13","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristian Hernandez","(N/A)","SS","829","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Colmenarez","(N/A)","SS","830","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Leon","(N/A)","OF","831","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darin Ruf","SF","OF","832","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blaze Alexander","ARI","SS","833","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Akil Baddoo","DET","OF","834","Luka","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ji-Hwan Bae","PIT","2B,SS","835","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Buelvas","OAK","OF","836","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mario Feliciano","MIL","C","837","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elehuris Montero","STL","3B","838","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Moreno","TOR","C","839","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Ray","MIL","OF","840","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Esteury Ruiz","SD","2B","841","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Rutherford","CHW","OF","842","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Vogel","LAD","OF","843","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Wyatt","SF","1B","844","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilman Diaz","(N/A)","SS","845","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonatan Clase","SEA","OF","846","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Benson","CLE","OF","847","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antonio Cabello","NYY","OF","848","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Owen Caissie","SD","OF","849","CP DLT","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin Conine","MIA","OF","850","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D'Shawn Knowles","LAA","OF","851","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Loftin","KC","SS","852","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ismael Mena","SD","OF","853","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malcolm Nunez","STL","3B","854","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Nwogu","CHC","OF","855","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnier Quintero","CHC","C","856","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Salas","MIA","SS","857","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sammy Siani","PIT","OF","858","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steele Walker","CHW","OF","859","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Urias","BAL","SS","860","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seuly Matias","KC","OF","861","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hudson Haskin","BAL","OF","862","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greyson Jenista","ATL","1B","863","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady McConnell","KC","SS","864","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Mesa Jr.","MIA","OF","865","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tirso Ornelas","SD","OF","866","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Padlo","TB","3B","867","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Pena","HOU","SS","868","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Siani","CIN","OF","869","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lolo Sanchez","PIT","OF","870","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Craig","PIT","1B","871","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Arauz","BOS","2B","872","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Pineda","(N/A)","OF","873","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adael Amador","COL","SS","874","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yasel Antuna","WSH","SS","875","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Devers","MIA","SS","876","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Micker Adolfo","CHW","OF","877","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Allen","OAK","SS","878","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy De La Rosa","WSH","OF","879","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petey Halpin","CLE","OF","880","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jameson Hannah","COL","OF","881","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Herman","PIT","OF","882","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otto Lopez","TOR","2B","883","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Medina","MIL","OF","884","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Mendoza","WSH","3B","885","Luka","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant Packard","DET","OF","886","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Ramirez","LAA","OF","887","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Rodriguez","CLE","SS","888","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Scott","MIA","OF","889","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Seigler","NYY","C","890","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Shenton","SEA","3B","891","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alika Williams","TB","SS","892","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Ona","SD","UT","893","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Basabe","SF","OF","894","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Smith","TOR","SS","895","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brainer Bonaci","BOS","SS","896","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberto Campos","DET","OF","897","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gilberto Celestino","MIN","OF","898","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Hall","BAL","SS","899","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeren Kendall","LAD","OF","900","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dauri Lorenzo","HOU","SS","901","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Lugo","BOS","SS","902","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan McKenna","BAL","OF","903","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MJ Melendez","KC","C","904","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Morel","CHC","3B","905","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alejandro Pie","TB","SS","906","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Rodriguez","MIN","OF","907","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Romo","COL","C","908","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Schnell","TB","OF","909","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Smith","NYY","2B","910","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adolis Garcia","TEX","OF","911","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yermin Mercedes","CHW","UT","912","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chadwick Tromp","SF","C","913","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luken Baker","STL","1B","914","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stuart Fairchild","CIN","OF","915","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Harris","ATL","OF","916","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeisson Rosario","BOS","OF","917","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis Wendzel","TEX","3B","918","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aramis Ademan","CHC","SS","919","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhon Diaz","TB","OF","920","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George Feliz","SEA","OF","921","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wander Franco","SF","3B","922","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Keenan","SEA","3B","923","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Martinez","CLE","SS","924","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cal Mitchell","PIT","OF","925","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simon Muzziotti","PHI","OF","926","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhonkensy Noel","CLE","1B","927","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhailyn Ortiz","PHI","OF","928","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everson Pereira","NYY","OF","929","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gavin Sheets","CHW","1B","930","Nunez","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A.J. Vukovich","ARI","3B","931","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Walls","TB","SS","932","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Wong","BOS","C","933","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafael Marchan","PHI","C","934","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yiddi Cappe","(N/A)","SS","935","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seiya Suzuki","(N/A)","OF","936","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C.J. Chatham","BOS","SS","937","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Deichmann","OAK","OF","938","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominic Fletcher","ARI","OF","939","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake McCarthy","ARI","OF","940","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shervyen Newton","NYM","SS","941","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Siri","SF","OF","942","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Vosler","CHC","SS","943","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Acosta","CIN","2B","944","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Werner Blakely","LAA","SS","945","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tre Fletcher","STL","OF","946","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brewer Hicklen","KC","OF","947","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colt Keith","DET","3B,SS","948","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coby Mayo","BAL","3B","949","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Junior Sanquintin","CLE","SS","950","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Casey Schmitt","SF","3B","951","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freddy Zamora","MIL","SS","952","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Gonzalez","CHW","OF","953","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Jones","HOU","UT","954","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mark Mathias","MIL","OF","955","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Schrock","STL","2B","956","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vimael Machin","OAK","3B","957","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sergio Alcantara","DET","2B,3B","958","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rylan Bannon","BAL","3B","959","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Barrera","OAK","OF","960","FA","25","","0","0","0","0","0","0","0","0","0",".000","0.000","0","0"
"Osleivis Basabe","TB","SS","961","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cameron Cannon","BOS","SS","962","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Cozens","TB","OF","963","FA","26","","0","0","1","0","0","0","0","0.00","0.00",".000","0.000",".000",".000"
"Javier Alexander Francisco","SF","SS","964","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TJ Friedl","CIN","OF","965","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Moises Gomez","TB","OF","966","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Quintana","DET","3B","967","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Stowers","NYY","OF","968","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dasan Brown","TOR","OF","969","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rodolfo Castro","PIT","SS","970","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex De Jesus","LAD","2B","971","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omar Estevez","LAD","SS","972","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesse Franklin","ATL","OF","973","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yhoswar Garcia","PHI","OF","974","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Gentry","KC","OF","975","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Hauver","NYY","OF","976","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buddy Reed","OAK","OF","977","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
